13.90032405 13.51797696 13.10722315 12.73284482 12.37379555 12.02327900 11.68845677 11.37173388 11.03565394 10.74819774 10.44448493 10.15665360 9.86574379 9.59897741 9.31434120 9.05785134 8.79741570 8.53346680 8.31247295 8.10358595 7.86755712 7.65810709 7.44813755 7.25419926 7.05128880 6.85163027 6.66424982 6.48601246 6.31570556 6.14279684 5.96961958 5.80170792 5.64960296 5.49664383 5.35821597 5.22231205 5.07717507 4.93206065 4.79102394 4.66793970 4.54319238 4.42697045 4.31266961 4.20115125 4.09775587 3.99126878 3.88025108 3.78328394 3.68596286 3.59772342 3.51260831 3.42746220 3.35056844 3.26953344 3.18719497 3.11036397 3.03508453 2.95800928 2.88718691 2.81618118 2.74812154 2.68497448 2.62489964 2.56330295 2.50638682 2.44472241 2.38377910 2.33223846 2.27951174 2.22927655 2.18119586 2.13438417 2.08615077 2.03716280 1.99047565 1.94951610 1.90905178 1.86962540 1.83091033 1.79407564 1.75675006 1.72235786 1.68751045 1.65329291 1.62259813 1.58911156 1.55691174 1.52808160 1.49814384 1.47149977 1.44647686 1.41825924 1.39189123 1.36673106 1.34130693 1.31800965 1.29447512 1.27052483 1.24956856 1.22736369
13.89785521 13.51669382 13.10413106 12.73143516 12.37258965 12.01960340 11.68431319 11.36891221 11.03441476 10.74608336 10.44439140 10.15395651 9.86527538 9.59673911 9.31338625 9.05593989 8.79537980 8.53060904 8.31168702 8.10113924 7.86695064 7.65721265 7.44764415 7.25349873 7.05104129 6.84978888 6.66330753 6.48487046 6.31498056 6.14238434 5.96783008 5.80073353 5.64833296 5.49581823 5.35780582 5.22200264 5.07698601 4.93139289 4.79059769 4.66756222 4.54303434 4.42578782 4.31252438 4.20005121 4.09717766 3.99012062 3.87962751 3.78220727 3.68537505 3.59676839 3.51238237 3.42726767 3.35025969 3.26934520 3.18635083 3.11005720 3.03493921 2.95791495 2.88702972 2.81573151 2.74748866 2.68487023 2.62382573 2.56305411 2.50602370 2.44414991 2.38344789 2.33206796 2.27897665 2.22876667 2.18069205 2.13399726 2.08586368 2.03699311 1.99033863 1.94900659 1.90885572 1.86940959 1.83072402 1.79398094 1.75669789 1.72229363 1.68742059 1.65295919 1.62243918 1.58899433 1.55682812 1.52778760 1.49810502 1.47135432 1.44631035 1.41822368 1.39162822 1.36660543 1.34126231 1.31793948 1.29440994 1.27040560 1.24954298 1.22702591
13.89673430 13.51219186 13.10385781 12.72835484 12.36908133 12.01902405 11.68378693 11.36554136 11.03083001 10.74297583 10.44273609 10.15282092 9.86460985 9.59500888 9.31226907 9.05550367 8.79333022 8.52863498 8.30880941 8.09884000 7.86490909 7.65618852 7.44548764 7.25102434 7.04940063 6.84843598 6.66291496 6.48303492 6.31456820 6.14172512 5.96752256 5.79972959 5.64791637 5.49520401 5.35760355 5.22127629 5.07569909 4.93095639 4.78926704 4.66624215 4.54176722 4.42552193 4.31135893 4.19902218 4.09655357 3.98919317 3.87905475 3.78133843 3.68494323 3.59567935 3.51159158 3.42657037 3.34995447 3.26898480 3.18602610 3.10993417 3.03414827 2.95748612 2.88678960 2.81561969 2.74685598 2.68421831 2.62356519 2.56258787 2.50531256 2.44403193 2.38303136 2.33167819 2.27848621 2.22848278 2.18028449 2.13390268 2.08534344 2.03676556 1.99006207 1.94884749 1.90872064 1.86901059 1.83040838 1.79360591 1.75644113 1.72228751 1.68704119 1.65268548 1.62210382 1.58868336 1.55651268 1.52751156 1.49806193 1.47101521 1.44609614 1.41816902 1.39141398 1.36628219 1.34104997 1.31775493 1.29431850 1.27029895 1.24947759 1.22685101
13.89493167 13.50832147 13.10013620 12.72703819 12.36514571 12.01754876 11.68268114 11.36518632 11.02786540 10.73915611 10.44173716 10.15236111 9.86315926 9.59402939 9.31107258 9.05253837 8.79232752 8.52737652 8.30800890 8.09849400 7.86402584 7.65505994 7.44375002 7.25014336 7.04862271 6.84687199 6.66249889 6.48161633 6.31354703 6.14007149 5.96678399 5.79944236 5.64770014 5.49469392 5.35598278 5.22087901 5.07456975 4.92971866 4.78853296 4.66579573 4.54088781 4.42438495 4.31037011 4.19847937 4.09597955 3.98885671 3.87862403 3.78081057 3.68441060 3.59480507 3.51115439 3.42637590 3.34907687 3.26860773 3.18563425 3.10966449 3.03373236 2.95723933 2.88555681 2.81523469 2.74662778 2.68355619 2.62341892 2.56246093 2.50471198 2.44368824 2.38247748 2.33140853 2.27824414 2.22787385 2.18007328 2.13341353 2.08517968 2.03638391 1.98969913 1.94878438 1.90830753 1.86888720 1.83008913 1.79340514 1.75635308 1.72212196 1.68680906 1.65258479 1.62192811 1.58853223 1.55633224 1.52748884 1.49802494 1.47070957 1.44594524 1.41814041 1.39113817 1.36621506 1.34093617 1.31752812 1.29409514 1.27007093 1.24925029 1.22674599
13.89426166 13.50650377 13.09653318 12.72529352 12.36460977 12.01489897 11.68053980 11.36379627 11.02645701 10.73867544 10.43883627 10.15137762 9.86279814 9.59276607 9.30934958 9.04972977 8.78927315 8.52658153 8.30670940 8.09793872 7.86328597 7.65416595 7.44352923 7.24906235 7.04701607 6.84579694 6.66094898 6.48112395 6.31342076 6.13980860 5.96528170 5.79889487 5.64680326 5.49439141 5.35449293 5.22041563 5.07413397 4.92975757 4.78817342 4.66563640 4.54051998 4.42410014 4.31033515 4.19689197 4.09408582 3.98848627 3.87838900 3.78046155 3.68386715 3.59386200 3.51067217 3.42635098 3.34889415 3.26826134 3.18546100 3.10930207 3.03356533 2.95664909 2.88524318 2.81483385 2.74665197 2.68281993 2.62306852 2.56225753 2.50456021 2.44310436 2.38232282 2.33101243 2.27807314 2.22717590 2.17986832 2.13335159 2.08490361 2.03623409 1.98959948 1.94857584 1.90811113 1.86843202 1.82999216 1.79313593 1.75627568 1.72195647 1.68670886 1.65246635 1.62159963 1.58833915 1.55599186 1.52738965 1.49798207 1.47061590 1.44567455 1.41789628 1.39086059 1.36613170 1.34070230 1.31732958 1.29402408 1.26995575 1.24907466 1.22655516
13.89372087 13.50256978 13.09264389 12.72166038 12.36280219 12.01306096 11.67819936 11.36242281 11.02352013 10.73561026 10.43573721 10.14862443 9.86169561 9.58994745 9.30861728 9.04762720 8.78680649 8.52556715 8.30606145 8.09560737 7.86290459 7.65154144 7.44278413 7.24737176 7.04620048 6.84534297 6.66003077 6.47972474 6.31232293 6.13873631 5.96349366 5.79833673 5.64625140 5.49345034 5.35392355 5.21952885 5.07268562 4.92845439 4.78729341 4.66498542 4.54008561 4.42374195 4.31005845 4.19601024 4.09355828 3.98819447 3.87806454 3.78011908 3.68365671 3.59310253 3.51025111 3.42543227 3.34845874 3.26805308 3.18520790 3.10910696 3.03288578 2.95610337 2.88500281 2.81421891 2.74549536 2.68250387 2.62290796 2.56178598 2.50443326 2.44281231 2.38169696 2.33094017 2.27758298 2.22675473 2.17970830 2.13284108 2.08481647 2.03575500 1.98916398 1.94842135 1.90798103 1.86804456 1.82960249 1.79306683 1.75596787 1.72175822 1.68625204 1.65232657 1.62128125 1.58818263 1.55587043 1.52729036 1.49771445 1.47061455 1.44558659 1.41760875 1.39078870 1.36600121 1.34044240 1.31728968 1.29394012 1.26989331 1.24886458 1.22654328
13.89062993 13.50115329 13.08875584 12.71794305 12.36234444 12.01183210 11.67648893 11.35913613 11.02299026 10.73455910 10.43019105 10.14766947 9.86123352 9.58829104 9.30589038 9.04676009 8.78592407 8.52423471 8.30366728 8.09348125 7.86049999 7.65038340 7.44207395 7.24571031 7.04413589 6.84520442 6.65852079 6.47908355 6.31177936 6.13673672 5.96258218 5.79797941 5.64590472 5.49258604 5.35271176 5.21772075 5.07198230 4.92708911 4.78649292 4.66464809 4.53960870 4.42332500 4.30980123 4.19586825 4.09303301 3.98805791 3.87737484 3.77978736 3.68293772 3.59279092 3.50992977 3.42508359 3.34777832 3.26720090 3.18480753 3.10826144 3.03212245 2.95535599 2.88484867 2.81347443 2.74482243 2.68218656 2.62263660 2.56155338 2.50366438 2.44254646 2.38146675 2.33074111 2.27736155 2.22668000 2.17961019 2.13235334 2.08436748 2.03572088 1.98873500 1.94807282 1.90788001 1.86771777 1.82935661 1.79270171 1.75532009 1.72169404 1.68619075 1.65229873 1.62117039 1.58762792 1.55570997 1.52697092 1.49747789 1.47051087 1.44537257 1.41744852 1.39058307 1.36587575 1.34026216 1.31719091 1.29378923 1.26979854 1.24865300 1.22618719
13.88950972 13.49975359 13.08784685 12.71653067 12.36096886 12.00972489 11.67479236 11.35835459 11.01963784 10.73347285 10.42930482 10.14730829 9.85858396 9.58338707 9.30316439 9.04624634 8.78389100 8.52225259 8.30288205 8.09271780 7.85997649 7.64903134 7.44143106 7.24544983 7.04230835 6.84479944 6.65705671 6.47835644 6.30996061 6.13582148 5.96223508 5.79668320 5.64454499 5.49110393 5.35223769 5.21626478 5.07033112 4.92664220 4.78632215 4.66248603 4.53820744 4.42313245 4.30943072 4.19524038 4.09289139 3.98702046 3.87553551 3.77923065 3.68242255 3.59187817 3.50964305 3.42384823 3.34740721 3.26699874 3.18452041 3.10743771 3.03186114 2.95506763 2.88459702 2.81309190 2.74445051 2.68193124 2.62248326 2.56086163 2.50342572 2.44203740 2.38132255 2.33050623 2.27693803 2.22654252 2.17923539 2.13218509 2.08408381 2.03555542 1.98859338 1.94770345 1.90767271 1.86765636 1.82892339 1.79228514 1.75518037 1.72143986 1.68608964 1.65214738 1.62099914 1.58732914 1.55539013 1.52667846 1.49731754 1.47041760 1.44528584 1.41727254 1.39037643 1.36562980 1.34016581 1.31693695 1.29373565 1.26968536 1.24844305 1.22614566
13.88764312 13.49663765 13.08689047 12.71184008 12.35970741 12.00605386 11.67302598 11.35690060 11.01704710 10.73005967 10.42847029 10.14455627 9.85814293 9.58223430 9.30290328 9.04486325 8.78144051 8.52107823 8.30208343 8.09191259 7.85919591 7.64844433 7.44116913 7.24386443 7.04162269 6.84398831 6.65653903 6.47702901 6.30922404 6.13522411 5.96145686 5.79519510 5.64435035 5.49082992 5.35187422 5.21579559 5.06899563 4.92433960 4.78530036 4.66179263 4.53695107 4.42199712 4.30850310 4.19468088 4.09255819 3.98600878 3.87433279 3.77843039 3.68201435 3.59148656 3.50918455 3.42296580 3.34721334 3.26679041 3.18439498 3.10666791 3.03119710 2.95469369 2.88406046 2.81294338 2.74434262 2.68154444 2.62232136 2.56027751 2.50323415 2.44186371 2.38118349 2.33027156 2.27647507 2.22639119 2.17910258 2.13174206 2.08376867 2.03510344 1.98823846 1.94761190 1.90761334 1.86733381 1.82887178 1.79191175 1.75498914 1.72133509 1.68597159 1.65191350 1.62056730 1.58728514 1.55533706 1.52657893 1.49721710 1.47035478 1.44483394 1.41683426 1.39002983 1.36537280 1.33991634 1.31685641 1.29349239 1.26962295 1.24841753 1.22590896
13.88550294 13.49573254 13.08119013 12.71136873 12.35857669 12.00248130 11.67227031 11.35314031 11.01505592 10.72545324 10.42809875 10.14173061 9.85660801 9.58007333 9.30072273 9.04219330 8.78085023 8.51978589 8.30116534 8.09132525 7.85859014 7.64596977 7.44045742 7.24338101 7.04039064 6.84333846 6.65602082 6.47522281 6.30860851 6.13383607 5.96120251 5.79464027 5.64282297 5.49036877 5.35137522 5.21491633 5.06766985 4.92390386 4.78404671 4.66048764 4.53646123 4.42179269 4.30786896 4.19356823 4.09059676 3.98514648 3.87313848 3.77788072 3.68113207 3.59129206 3.50761190 3.42224872 3.34657468 3.26594668 3.18379484 3.10647122 3.03041939 2.95443141 2.88385847 2.81226096 2.74410520 2.68064386 2.62210452 2.55986798 2.50287870 2.44125614 2.38046056 2.32979433 2.27586923 2.22580390 2.17879625 2.13128565 2.08356925 2.03460136 1.98781720 1.94748383 1.90717769 1.86705998 1.82878911 1.79163052 1.75465050 1.72097749 1.68583056 1.65182289 1.62033575 1.58690280 1.55530277 1.52633412 1.49707785 1.47023312 1.44459394 1.41679298 1.38995803 1.36527555 1.33980386 1.31645099 1.29342222 1.26953220 1.24822457 1.22582835
