3908092817538751738058920644550066176.00000000
6147016017238329885416470170943956768672980223031271542317121536.00000000
116255595513306751545758649849876258691069625343073669653619657029341497517000546261831064114692096.00000000
70024021491126077766691723743916485600176444362274014897160541932177344092391571161588582074327692306263620633927810981791996575744.00000000
1837674462993167593792165718453393652809741693003220170368267334989964350021866954807673156492460398335807160833602272441214841097985210496072337687880663040.00000000
210833095259956492854132247670682529848385207142636808961027850830965934194494938041574195938265302153171138194636092005379044043896131565652653115655535144332162844775614179840257687552.00000000
1433980514464543210401315726057555265840009065446475132868648366985121528838394869944603124820726543497478362573514380887363510172089862978284330642539630326224987296396858476869469825957280373444285139013790770629967872.00000000
397759427561631038791122660734121527819929536862613842374079341447622480279805330558692047005210660697570807011168272299149174740823599147565823649812409270315018854905408385163113652662078038734046012757450783960678247229914143521150620950597730304.00000000
2202337672786208208026317568234368990969702946973662754734595754886003693349915210295534923287721133296123408486753678517204355429460659646643009675618189427141718989366531318662925341511476858328165050763006568340147262547431904471761327116622738458789984583769341072294089889830253101056.00000000
inf
inf
inf
inf
inf
inf
inf
inf
inf
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
