1586337561210493939643192794435425771168922742112681187914792566784.00000000
38400647892869432764462293948887328506016983587949705593590570365517827472167841170517307752709056086795436028001891716694016.00000000
8789404972221924072038702689213596697111510156546237609048466983680278768335271601305181408724166611501030263323637804547011135320901284268488209496481275593992173186097365806576987799552.00000000
30521614785257937446087840465705049144929335001560233135102159702377198803546647675702051864118470876449296374939731813470592084244114629742103577169196089760612857982846285537915744433095848197918957174910738831948638724608093134288762206945280.00000000
18559530411855407037017003366707600083635140117907509721208857528569684815872762843828979796876339282381095739180869367440828594836725205374960363085811279666202194242464335066948910005139104908153813452132555999101953758559350631215626194459113444112139749914445522196255245701083279503874240544768.00000000
inf
inf
inf
inf
inf
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
