28143258072641.17187500
1117711477005255180288.00000000
675531214211759125953058439168.00000000
333894561443721282203905625778290688.00000000
7012907393844978835037541932379978959159296.00000000
2212265400113458582064000819982112337712508468985856.00000000
25834347652063036063123490285553386091155116272716499294093312.00000000
2208236957506903292385673066170354662646220409242204997362708870751846400.00000000
297275092807825428133325627524649279148817470353722227798005955648481546743415448797184.00000000
3930707296340836306418487886586821775005124481733100411208557895661943571415368475609137152.00000000
11473677300586820418947020987982306414802252555860087289029126809661569929849272128642176142802944.00000000
487076707390092995676037652616357766940845527187619288186402793610390391537446576744861966745329714688163840.00000000
36133472881849874741865222806729422208101671842164346352126424653242070119346281780409798106699722871985850950877184.00000000
262013307884595280533394132456876317252066244791100746061806997935176122104558738650935521057186111684017752291522662891520.00000000
3869251763225648932521746437077342450630026128652841661651069598964945749284005059024978244051684121732248828755485279565905920.00000000
456509601955983730420477565256263245860451216570427562751616076200335899530666995902819847964741956634421441930377159354434824817344512.00000000
2293267068724379986752340678687059510713393358018881399935125668168450138135545529819774535704184188186268025312856964183728483880738622537728.00000000
30300730719015516526168970507149400829949456395094278497263580132019262422198419430595791391141786070189067639018926455174111907568797949426617286656.00000000
284548290943416581210946909884349549635505980235000302133440301953545159650293784193331468709992736636050353700867740049184574865923751210345409506443264.00000000
404907569158368848710830584312458366842803192581554619961534507057849888389867472056101061008503902790486535457656318981313495775822268828295663944407365730697216.00000000
13628796314943035260748446712490900183142151341142157368649153688049954061271034638888129119992935030424532457268624035378899590660204057771912989867799845576599674118830292992.00000000
12886678071953600856121310516585393226279577726117258829061378172792413065144340094034831150108829802041444418403437322381597279566974177595519973662141101679945614075657943256873039822848.00000000
19462461225729702569159196105447800138811777009111619794618811958593856716390424163590256324895537239351662398199431100637158537119254564041111722473587185755910105552067097469004858976505728872544001327104.00000000
1362971189991174379069887219510435156385759332482609459192729877583047369876873482476708496093874593268172597039562906637219517677494583897023107813901374201144936246252718094859553044309217157323955279974431186747392.00000000
47396035539351203725707864784238095342847106798460566916618927979021578171750679519312000831032958610952813489077528805340219998255422146361350886651735903036056585441857907546717746657535530168295242373052893725980251467546624.00000000
17558820484314284300768371121652264509393824411631847446937572527198845411836301966261140086883109511089514409974680545036105755794886864926147579939766361022188616983946068656471144807506130869832563099839432516639275780656102113280.00000000
212342998904803132887416299976469450944766343378247612624553402531779703929263907949691550873356615036626590161469303621141643164525114249151655416741549088883827174730880209442892928796610216195201655990302521077020745020264757352833305853034496.00000000
93291818986241128575030430264043268037290576113756688921430817923415187545445979305269011506713670804469114012920404141615097476511761797644395157147577288978815626091552167052671938833368426725326356042557414700713983903847776245015071874017505837056.00000000
5152966066423919493559704973558702139243767257896264192560041808341807195034829964137215761595722753485600188830791816110736502415526897273258929349831488192107908000973132188132246154281015183549007165101581525932053067319232403704294916087718761665309639834599424.00000000
134233473755330590834081816606938655964074135725324497014114837038343364988497518633542718591721316796173285721089061002240689574741961259012565971139814352437318643169399608815589175590224403292768090428609881345724909248181603975532707312561734611990582259285119332429856768.00000000
3138035319633660796817353961150224629456518511204030928281600297048778279944839133613854966664467250691781059407420742879169655966178543576407216573173679708252795962122103716496147805971487284122933054104117099085906851585343006567948484979281840281303567026940570832173260603392.00000000
103549005289818774377611899897663983708065365974818549303471498563813649042393374741438758296707565724508622143153403379841191311456000006886139068637630570856206417006955902456466436275055306572295262174846392937759187058502316762627644208342499171102167764441287023521321208892465610752.00000000
15173923475991111253574110851793651661991918904913922308231738566495736936659317863243800144935282621043382013558404875576515345828442452569560359489203322859473623007734041388527251835282541936684800876921404662522629938821533576106057218527295985041161830646824370876176821717985880778171482112.00000000
1319768025461537073662567671232682998042772469782509739797036606535176792914231100654906745898681130370901600662317973945768197057014286274277324295369291261934687062910791671510724345133562121583254305643942634208347599230265055971432878973666048818989118121200382946280158536722122479503798651846656.00000000
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
inf
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
