1.35964442
8.32686018
800.43817458
23.31020713
108134.38294700
121426.04495727
2749876.41732013
194604790.49448240
127475705.57942867
150489892.57909366
5337080537.14622211
341354286772.70025635
44162833285167.29687500
41883414355174.22656250
24095473037663552.00000000
422816420610913152.00000000
27922391228830276.00000000
15063483942705516544.00000000
1690283526563162488832.00000000
436435742632132837638144.00000000
7364932504542466015232.00000000
7167225585760247742464.00000000
30762468204419563388928.00000000
1617586197005882892484608.00000000
269860450756380891012923392.00000000
645495750457627715213197312.00000000
41697431600308116973944832.00000000
34547820214405805755072512.00000000
281100234083208498696421376.00000000
8781936485794295884032010878976.00000000
194594810145602296304910578221056.00000000
1051759528353754670374027651973120.00000000
366730018047819433951614030697201664.00000000
34356282829516856594394877776650829824.00000000
9079070453195554747798000349959159808.00000000
391936086512149171815921210502263341056.00000000
11172177310092483949047689308528443392.00000000
45961459874613764172517625106431754633216.00000000
17742541064587294471960859093647140847616.00000000
1730209296400263549420409114102402042036224.00000000
4750693119609724036949061434577348722688.00000000
54569906510141593459816544031717957042176.00000000
6225813158016394553791078416803633538531328.00000000
1244157534533866859421738050372927091638272.00000000
934900650247479314901868658968511092097024.00000000
772411978404512933071656023871864377966592.00000000
15292100479581343045159738444189747344572416.00000000
3595388018535345978221351682458304549589352448.00000000
3754821014974252314337521135102813821725479905787904.00000000
2569711328191896289307603672386264129121628433940480.00000000
2173404317792332619220203733029101233755922024628224.00000000
1905503815081802788138849171660869789053844875776341573632.00000000
12235537631942541187350047138200720841487865767334065995776.00000000
124862836361956983652042436908771323748525195486189731184640.00000000
18836808351077372683005666473887854736515302410412949130706944.00000000
48228922929024700993597817706509667377516551381747096421924864.00000000
1377553915016403572026505472512472202824197497409399995347501056.00000000
14268894509112494881197836761054969145038080679939820259324723200.00000000
137297629116807340099607837937079173094131173450707654559137792.00000000
784450987291901307826322429238154499175535325201464048337618468864.00000000
1754884257784891327733695713586010034556093224389540736124802039808.00000000
27805171082937671788535550238981337650542356518095373237248640155648.00000000
1247874170967237571206030051126299551968780685540027883274288309993472.00000000
28789323581546410973994918218386559546190694855456842812356323765649408.00000000
151350155652106284692072013194150788293209398015527793884200432490774528.00000000
6072051109413743375866284405148234486395488840179946957689798255011317153792.00000000
9709583444946794839205530463362277220327555491293204596419090685323118641152.00000000
31912606943672171733463130571397319212745495498638587121580480711095062888448.00000000
9934847419158202714669361146475401232122510449070644892519862971308846501330944.00000000
6713719528382599971798553445843591264300396270852329431190254368340994084405510144.00000000
143022345428012643922547318427779219894664027428331345480119103814949112310220718080.00000000
20759661374943197268858989353093315129557842515053365985432075706508784635721017196544.00000000
673378237665472500185088695160478069364318077540655849004155141985275731891188301561856.00000000
79687101837429083789362473713479323381724871520167875132839667489047574296001939310116864.00000000
6624646301217046216134728346283475693675290743613719332466158560869379417910251064471322624.00000000
9035108461047557022698822589770043939246362042014361193110361955855681150235211187879936.00000000
105451036600568548976979679176747175813175729111426545917961080443903705687343001247940608.00000000
1200671551513623629214847572345573594956382933029688609815182564259644948306425006860009472.00000000
1612600940495536652743945934869924029120594013124618533940051913259700726069467292851240960.00000000
35616079625516063437003824926880491386416924335334919270501702066766252869061026574350942208.00000000
25210541349211843123467910801813982214254519432107099095527608616601392291041466984135917568.00000000
822021030322028439350154976043102477672490780129235947911656514034703654550260037245315579904.00000000
16841085034600065920645697746510885484434739575827834732307281843188062745756280759853642879598592.00000000
1139595691249230343426068730836976417920410630072919654496269870829339210001121579174748464611328.00000000
342535030150760312412141046019245419280795569343621946047393577375796166995970563872452018962432.00000000
57972115298448436696565105378298348229053134743609965564028178179315184939745455181503108481024.00000000
14530152262280101493084198236357646633236688247084282809666167239571359205798071781230957134086144.00000000
1637366106944654196537888530494180171765854620575639882285209832824105036645184288565466323883130880.00000000
165760795824394028758180663815872348221619712834425358130358656487843148358911424271857518471685341184.00000000
598528332167659327612829743062380821254706598863496736387190575722470271682438216808248961569879228416.00000000
59074895994214968332752818652498089086167649143483054570348646344946342693178281351561165431659036672.00000000
113187302696070044704086987613479936080277976960817828826049345219939929593189788460372747031159181934592.00000000
164336702932758362625451869370291384036026604977357652466355314462293077265809202440631508538762201137152.00000000
10127788406270966867264081181081433982554146608669460339772524390458042077371265475336954934840775082508288.00000000
23951775506364391544125223082911569688158136735690906029525040202686966597340635708803744912796018339217408.00000000
378238901702415705696776596430504943768475397207132305484901107503036128364191630337444180029073074115575808.00000000
176972416781325823129070840287230203649597852385505072190378867763275097078090831774484601195255684747231232.00000000
109261969293277843610552709072466077061763162178190212405422591289886799424642305176770645238497609999450112.00000000
352894302891844820671564812514540498492324903239092907047959579092850510248357638738649157297527039877013569536.00000000
453816549441056432890119620774434178766289242917153558583503290406627673359624572559428075077610623676647997440.00000000
